fy,fund,agency,source,interfund_trans,from_fund,source_name,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,source_name_AWM,rev_type,rev_type_name,amnesty,local,type_assigned
2004,733,601,9006,0,.,PRIOR YEAR REFUND,32424.25,rev IOC 13.08.02,NA,NA,NA,NA,733,733,0,NA,1,TOBACCO SETTLEMENT RECOVERY,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,737,420,9006,0,.,PRIOR YEAR REFUND,11974.1,rev IOC 13.08.02,NA,NA,NA,NA,737,737,0,NA,1,ENERGY ADMINISTRATION,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,746,440,9006,0,.,PRIOR YEAR REFUND,89.99,rev IOC 13.08.02,NA,NA,NA,NA,746,746,0,NA,1,HOME INSPECTOR ADMINISTRATION,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,757,478,9006,0,.,P€ÿRIOR YEAR REFUND,749624.48,rev IOC 13.08.02,NA,NA,NA,NA,757,757,0,NA,1,CHILD SUPPORT ADMINISTRATIVE,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,762,444,9006,0,.,PRIOR YEAR REFUND,12557,rev IOC 13.08.02,NA,NA,NA,NA,762,762,0,NA,1,LOCAL INITIATIVE,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,763,420,9006,0,.,PRIOR YEAR REFUND,24097.95,rev IOC 13.08.02,NA,NA,NA,NA,763,763,0,NA,1,TOURISM PROMOTION,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,768,692,9006,0,.,PRIOR YEAR REFUND,1350.2,rev IOC 13.08.02,NA,NA,NA,NA,768,768,0,NA,1,IL MATH & SCIENCE ACAD INCOME,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,769,201,9006,0,.,PRIOR YEAR REFUND,48728.23,rev IOC 13.08.02,NA,NA,NA,NA,769,769,0,NA,1,LAWYERS' ASSISTANCE PROGRAM,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,770,420,9006,0,.,PRIOR YEAR REFUND,14242.96,rev IOC 13.08.02,NA,NA,NA,NA,770,770,0,NA,1,DIGITAL DIVIDE ELIMINATION,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,772,684,9006,0,.,PRIOR YEAR REFUND,39730.49,rev IOC 13.08.02,NA,NA,NA,NA,772,772,0,NA,1,CAREER AND TECHNICAL EDUCATION,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,773,691,9006,0,.,PRIOR YEAR REFUND,927.51,rev IOC 13.08.02,NA,NA,NA,NA,773,773,0,NA,1,ISAC LOAN PURCH PROG PAYROLL,I,State Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,795,440,9006,0,.,PRIOR YEAR REFUND,9960,rev IOC 13.08.02,NA,NA,NA,NA,795,795,0,NA,1,BANK & TRUST COMPANY,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,796,588,9006,0,.,PRIOR YEAR REFUND,132.04,rev IOC 13.08.02,NA,NA,NA,NA,796,796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,802,492,9006,0,.,PRIOR YEAR REFUND,528,rev IOC 13.08.02,NA,NA,NA,NA,802,802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,820,420,9006,0,.,PRIOR YEAR REFUND,40472.87,rev IOC 13.08.02,NA,NA,NA,NA,0820-B,820,2,NA,1,DCEO ENERGY PROJECTS,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,826,406,9006,0,.,PRIOR YEAR REFUND,255.14,rev IOC 13.08.02,NA,NA,NA,NA,826,826,0,NA,1,AGRICULTURE FEDERAL PROJECTS,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,828,532,9006,0,.,PRIOR YEAR REFUND,2709,rev IOC 13.08.02,NA,NA,NA,NA,828,828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,830,402,9006,0,.,PRIOR YEAR REFUND,297,rev IOC 13.08.02,NA,NA,NA,NA,830,830,0,NA,1,DEPT ON AGING STATE PROJECTS,I,State Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,845,532,9006,0,.,PRIOR YEAR REFUND,117001.4,rev IOC 13.08.02,NA,NA,NA,NA,845,845,0,NA,1,ENVIRONMENTAL PROTECTION TRUST,I,State Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,850,440,9006,0,.,PRIOR YEAR REFUND,1200,rev IOC 13.08.02,NA,NA,NA,NA,850,850,0,NA,1,REAL ESTATE LICENSE ADMIN,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,851,420,9006,0,.,PRIOR YEAR REFUND,2115,rev IOC 13.08.02,NA,NA,NA,NA,851,851,0,NA,1,FEDERAL MODERATE REHAB HOUSING,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,865,444,9006,0,.,PRIOR YEAR REFUND,260,rev IOC 13.08.02,NA,NA,NA,NA,865,865,0,NA,1,DOMESTIC VIOLENCE SHELTER&SERV,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,870,420,9006,0,.,PRIOR YEAR REFUND,327420.01,rev IOC 13.08.02,NA,NA,NA,NA,870,870,0,NA,1,LOW INC HOME ENERGY BLOCK GRNT,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,871,420,9006,0,.,PRIOR YEAR REFUND,250,rev IOC 13.08.02,NA,NA,NA,NA,871,871,0,NA,1,COMMUNITY SERVICES BLOCK GRANT,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,872,444,9006,0,.,PRIOR YEAR REFUND,37577.3,rev IOC 13.08.02,NA,NA,NA,NA,872,872,0,NA,1,MATERNAL & CHILD HLTH SERV BLK,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,872,482,9006,0,.,PRIOR YEAR REFUND,15.7,rev IOC 13.08.02,NA,NA,NA,NA,872,872,0,NA,1,MATERNAL & CHILD HLTH SERV BLK,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,875,420,9006,0,.,PRIOR YEAR REFUND,1897.3,rev IOC 13.08.02,NA,NA,NA,NA,875,875,0,NA,1,COM DEV&SMALL CITY BLK GRANT,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,879,569,9006,0,.,PRIOR YEAR REFUND,260.75,rev IOC 13.08.02,NA,NA,NA,NA,879,879,0,NA,1,TRAFFIC & CRIM CONVICTION SUR,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,884,422,9006,0,.,PRIOR YEAR REFUND,2142.84,rev IOC 13.08.02,NA,NA,NA,NA,884,884,0,NA,1,DNR SPECIAL PROJECTS,I,State Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,896,482,9006,0,.,PRIOR YEAR REFUND,105,rev IOC 13.08.02,NA,NA,NA,NA,896,896,0,NA,1,PUBLIC HEALTH SPEC STATE PROJ,I,State Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,900,420,9006,0,.,PRIOR YEAR REFUND,80323.94,rev IOC 13.08.02,NA,NA,NA,NA,900,900,0,NA,1,PETROLEUM VIOLATION,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,902,494,9006,0,.,PRIOR YEAR REFUND,13689.39,rev IOC 13.08.02,NA,NA,NA,NA,902,902,0,NA,1,STATE CONSTRUCTION ACCOUNT,B,Highway Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,904,493,9006,0,.,PRIOR YEAR REFUND,1275.5,rev IOC 13.08.02,NA,NA,NA,NA,904,904,0,NA,1,IL STATE POLICE FEDERAL  PROJS,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,905,422,9006,0,.,PRIOR YEAR REFUND,244.2,rev IOC 13.08.02,NA,NA,NA,NA,905,905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,906,493,9006,0,.,PRIOR YEAR REFUND,2317.85,rev IOC 13.08.02,NA,NA,NA,NA,906,906,0,NA,1,STATE POLICE SERVICES,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,907,416,9006,0,.,PRIOR YEAR REFUND,4000,rev IOC 13.08.02,NA,NA,NA,NA,907,907,0,NA,1,HEALTH INSURANCE RESERVE,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,911,444,9006,0,.,PRIOR YEAR REFUND,153123.12,rev IOC 13.08.02,NA,NA,NA,NA,911,911,0,NA,1,JUVENILE JUSTICE TRUST,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,913,420,9006,0,.,PRIOR YEAR REFUND,78542.4,rev IOC 13.08.02,NA,NA,NA,NA,0913-B,913,2,NA,1,FEDERAL WORKFORCE TRAINING,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,920,482,9006,0,.,PRIOR YEAR REFUND,20606.92,rev IOC 13.08.02,NA,NA,NA,NA,920,920,0,NA,1,METABOLIC SCREENING & TREATMNT,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,923,569,9006,0,.,PRIOR YEAR REFUND,2000,rev IOC 13.08.02,NA,NA,NA,NA,923,923,0,NA,1,LAW ENF OFF TRNG BD FED PROJ,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,925,420,9006,0,.,PRIOR YEAR REFUND,1270254.2,rev IOC 13.08.02,NA,NA,NA,NA,925,925,0,NA,1,COAL TECHNOLOGY DEV ASSIST,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,929,340,9006,0,.,PRIOR YEAR REFUND,57891.46,rev IOC 13.08.02,NA,NA,NA,NA,929,929,0,NA,1,VIOLENT CRIME VICTIMS ASSIST,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,934,418,9006,0,.,PRIOR YEAR REFUND,416,rev IOC 13.08.02,NA,NA,NA,NA,934,934,0,NA,1,CHILD ABUSE PREVENTION,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,944,532,9006,0,.,PRIOR YEAR REFUND,311.99,rev IOC 13.08.02,NA,NA,NA,NA,944,944,0,NA,1,ENVIRO PROTECT PERMIT & INSP,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,957,478,9006,0,.,PRIOR YEAR REFUND,167483.44,rev IOC 13.08.02,NA,NA,NA,NA,957,957,0,NA,0,CHILD SUPPORT ENFORCE TRUST,I,State Trust Funds,0,0,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,962,422,9006,0,.,PRIOR YEAR REFUND,19.12,rev IOC 13.08.02,NA,NA,NA,NA,962,962,0,NA,1,PARK & CONSERVATION,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,963,532,9006,0,.,PRIOR YEAR REFUND,2.2,rev IOC 13.08.02,NA,NA,NA,NA,963,963,0,NA,1,VEHICLE INSPECTION,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,969,420,9006,0,.,PRIOR YEAR REFUND,8336.6,rev IOC 13.08.02,NA,NA,NA,NA,969,969,0,NA,1,LOCAL TOURISM,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,971,420,9006,0,.,PRIOR YEAR REFUND,280333.65,rev IOC 13.08.02,NA,NA,NA,NA,971,971,0,NA,1,BUILD ILLINOIS BOND,E,Bond Financed Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,971,422,9006,0,.,PRIOR YEAR REFUND,29040,rev IOC 13.08.02,NA,NA,NA,NA,971,971,0,NA,1,BUILD ILLINOIS BOND,E,Bond Financed Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,971,684,9006,0,.,PRIOR YEAR REFUND,35235.11,rev IOC 13.08.02,NA,NA,NA,NA,971,971,0,NA,1,BUILD ILLINOIS BOND,E,Bond Financed Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,983,601,9006,0,.,PRIOR YEAR REFUND,52304.95,rev IOC 13.08.02,NA,NA,NA,NA,0983-B,983,2,NA,1,BHE FEDERAL GRANTS,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,101,9006,0,.,PRIOR YEAR REFUND,18128.13,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,108,9006,0,.,PRIOR YEAR REFUND,840.79,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,110,9006,0,.,PRIOR YEAR REFUND,193.2,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,201,9006,0,.,PRIOR YEAR REFUND,41462.42,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,290,9006,0,.,PRIOR YEAR REFUND,859.97,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,295,9006,0,.,PRIOR YEAR REFUND,136739.87,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,310,9006,0,.,PRIOR YEAR REFUND,342.7,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,340,9006,0,.,PRIOR YEAR REFUND,11142.32,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,350,9006,0,.,PRIOR YEAR REFUND,3686.89,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,360,9006,0,.,PRIOR YEAR REFUND,2877.02,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,370,9006,0,.,PRIOR YEAR REFUND,680.93,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,402,9006,0,.,PRIOR YEAR REFUND,78128.97,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,406,9006,0,.,PRIOR YEAR REFUND,6787.01,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,416,9006,0,.,PRIOR YEAR REFUND,32352.56,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,418,9006,0,.,PRIOR YEAR REFUND,624786.86,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,420,9006,0,.,PRIOR YEAR REFUND,422762.8,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,422,9006,0,.,PRIOR YEAR REFUND,6813.2,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,426,9006,0,.,PRIOR YEAR REFUND,96055.57,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,442,9006,0,.,PRIOR YEAR REFUND,2493.62,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,444,9006,0,.,PRIOR YEAR REFUND,1623209.29,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,452,9006,0,.,PRIOR YEAR REFUND,156.45,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,478,9006,0,.,PRIOR YEAR REFUND,167152.88,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,482,9006,0,.,PRIOR YEAR REFUND,229132.99,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,492,9006,0,.,PRIOR YEAR REFUND,11434.78,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,493,9006,0,.,PRIOR YEAR REFUND,8199.01,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,497,9006,0,.,PRIOR YEAR REFUND,18897.59,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,503,9006,0,.,PRIOR YEAR REFUND,5382.7,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,511,9006,0,.,PRIOR YEAR REFUND,9165.82,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,517,9006,0,.,PRIOR YEAR REFUND,9.5,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,528,9006,0,.,PRIOR YEAR REFUND,98417.04,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,532,9006,0,.,PRIOR YEAR REFUND,3349.83,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,541,9006,0,.,PRIOR YEAR REFUND,1942.39,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,546,9006,0,.,PRIOR YEAR REFUND,71782.91,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,548,9006,0,.,PRIOR YEAR REFUND,8.41,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,559,9006,0,.,PRIOR YEAR REFUND,5102.3,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,580,9006,0,.,PRIOR YEAR REFUND,20,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,586,9006,0,.,PRIOR YEAR REFUND,3072422.75,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,588,9006,0,.,PRIOR YEAR REFUND,8247,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,601,9006,0,.,PRIOR YEAR REFUND,404339.46,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,664,9006,0,.,PRIOR YEAR REFUND,1282.5,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,676,9006,0,.,PRIOR YEAR REFUND,33271.54,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,684,9006,0,.,PRIOR YEAR REFUND,103117.51,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,691,9006,0,.,PRIOR YEAR REFUND,1016730.73,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,1,692,9006,0,.,PRIOR YEAR REFUND,1882.06,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,7,586,9006,0,.,PRIOR YEAR REFUND,16074.17,rev IOC 13.08.02,NA,NA,NA,NA,7,7,0,NA,1,EDUCATION ASSISTANCE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,7,601,9006,0,.,PRIOR YEAR REFUND,5101.62,rev IOC 13.08.02,NA,NA,NA,NA,7,7,0,NA,1,EDUCATION ASSISTANCE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,7,691,9006,0,.,PRIOR YEAR REFUND,195152.76,rev IOC 13.08.02,NA,NA,NA,NA,7,7,0,NA,1,EDUCATION ASSISTANCE,A,General Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,11,350,9006,0,.,PRIOR YEAR REFUND,2855.12,rev IOC 13.08.02,NA,NA,NA,NA,11,11,0,NA,1,ROAD,B,Highway Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,11,416,9006,0,.,PRIOR YEAR REFUND,561.41,rev IOC 13.08.02,NA,NA,NA,NA,11,11,0,NA,1,ROAD,B,Highway Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,11,494,9006,0,.,PRIOR YEAR REFUND,332695.21,rev IOC 13.08.02,NA,NA,NA,NA,11,11,0,NA,1,ROAD,B,Highway Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,13,444,9006,0,.,PRIOR YEAR REFUND,5290.66,rev IOC 13.08.02,NA,NA,NA,NA,13,13,0,NA,1,PREVENT & TREAT ALCOHOL & SUB,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,14,482,9006,0,.,PRIOR YEAR REFUND,13.61,rev IOC 13.08.02,NA,NA,NA,NA,14,14,0,NA,1,FOOD & DRUG SAFETY,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,17,420,9006,0,.,PRIOR YEAR REFUND,717.9,rev IOC 13.08.02,NA,NA,NA,NA,17,17,0,NA,1,KEEP IL BEAUTIFUL,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,19,494,9006,0,.,PRIOR YEAR REFUND,66278.54,rev IOC 13.08.02,NA,NA,NA,NA,19,19,0,NA,1,GRADE CROSSING PROTECTION,B,Highway Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,25,444,9006,0,.,PRIOR YEAR REFUND,5137.12,rev IOC 13.08.02,NA,NA,NA,NA,25,25,0,NA,1,GROUP HOME LOAN REVOLVING,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,36,444,9006,0,.,PRIOR YEAR REFUND,2113.2,rev IOC 13.08.02,NA,NA,NA,NA,36,36,0,NA,1,IL VETERANS' REHABILITATION,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,39,422,9006,0,.,PRIOR YEAR REFUND,49.99,rev IOC 13.08.02,NA,NA,NA,NA,39,39,0,NA,1,STATE BOATING ACT,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,40,422,9006,0,.,PRIOR YEAR REFUND,413,rev IOC 13.08.02,NA,NA,NA,NA,40,40,0,NA,1,STATE PARKS,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,41,422,9006,0,.,PRIOR YEAR REFUND,1124.78,rev IOC 13.08.02,NA,NA,NA,NA,41,41,0,NA,1,WILDLIFE & FISH,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,43,466,9006,0,.,PRIOR YEAR REFUND,45,rev IOC 13.08.02,NA,NA,NA,NA,43,43,0,NA,1,MILITARY AFFAIRS TRUST,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2005,47,592,9006,0,.,PRIOR YEAR REFUND,238.12,rev IOC 13.08.02,NA,NA,NA,NA,47,47,0,NA,1,FIRE PREVENTION,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
